activity_id,activity_name,activity_category,met_value,calories_per_kg_per_hour,intensity_level,is_cardio,equipment_needed,location,recommended_duration,recommended_frequency,diet_targets,calories_70kg_30min
10131,"Marching band, playing an instrument, walking, brisk pace, general",Marching band,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
15030,"Badminton, social singles and doubles, general",Badminton,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
19305,"Rollerskiing, 10 - 12.9 km/h, no incline",Rollerskiing,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
11485,"Massage therapist, standing ",Massage therapist,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
2001,"Aerobic, step, with 4-inch step ",Aerobic,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
15000,"Alaska Native Games, Eskimo Olympics, general",Alaska Native Games,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
17220,"Walking, 4.0 to 4.4 mph (6.4 to 7.0 km/h), level, firm surface, very brisk pace",Walking,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
15544,"Rodeo sports, general, moderate effort",Rodeo sports,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
3050,"Anishinaabe Jingle dancing, brisk pace, other traditional American Indian dancing performed by women, moderate effort",Anishinaabe Jingle dancing,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
2315,"Zumba, home video",Zumba,5.5,5.5,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
3028,"Chinese square dance, Ballet & Tibetan dance",Chinese square dance,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
18355,"Water aerobics, water calisthenics, general",Water aerobics,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
8095,"Mowing lawn, general, walking, moderate effort",Mowing lawn,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
2060,"Health club exercise, general (Taylor Code 160)",Health club exercise,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
3030,"Ballroom dancing, fast (Taylor Code 125) ",Ballroom dancing,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
8192,Shoveling dirt or mud,Shoveling dirt or mud,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
8010,"Carrying, loading or stacking wood, loading/unloading or carrying lumber, moderate effort",Carrying,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
15455,Kung Fu Gymnastics,Kung Fu Gymnastics,5.5,5.5,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
17026,"Carrying load, 1 to 15 lb load, upstairs",Carrying load,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
18206,"Scuba diving, professional diver",Scuba diving,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
11830,"Walking or walk downstairs or standing,  carrying objects about 50 to 74 lbs ",Walking,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
19020,"Skating, ice, 9 mph or less",Skating,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
11100,"Coal mining, general ",Coal mining,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
15370,"Horseback riding, general",Horseback riding,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
1252,"Bicycling, concentric only, 100 W",Cycling,5.5,5.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",192.5
17304,"Walking, for exercise, 3.6 to 4.4 mph (5.8 to 7.1 km/h), with ski poles, Nordic walking, level, moderate pace",Walking,5.3,5.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",185.5
19190,"Snow shoeing, moderate effort",Snow shoeing,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
18265,"Swimming breaststroke, recreational ",Swimming,5.3,5.3,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",185.5
19252,"Snow shoveling, by hand, moderate effort",Snow shoveling,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
15425,"Martial Arts, different types, slower pace, novice performers, practice",Martial Arts,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
15475,"Motorcycle racing, Supormoto racing",Motorcycle racing,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
2120,"Water aerobics, water calisthenics, water exercise",Water aerobics,5.3,5.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",185.5
17034,"Climbing hills, no load, 1 to 5% grade, moderate-to-brisk pace",Climbing hills,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
2200,"Native New Zealander PA, (e.g., Haka Powhiri, Poi, Moteatea, etc.), general moderate effort",Native New Zealander PA,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
18202,"Scuba diving, general, light effort",Scuba diving,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
17082,"Hiking or walking at a normal pace through fields and hillsides, no load",Hiking or walking at a normal pace through fields and hillsides,5.3,5.3,Sedang,True,None,Outdoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",185.5
12405,"Running/jogging, curved treadmill, 3.0 to 3.9 mph",Running,5.3,5.3,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",185.5
11080,"Coal mining, drilling coal, rock ",Coal mining,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
8058,"Felling trees, small-medium size",Felling trees,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
5056,Carrying groceries upstairs,Carrying groceries upstairs,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
11708,"Steel mill, moderate effort (e.g., fettling,  forging, tipping molds) ",Steel mill,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
8195,"Shoveling snow, by hand, moderate effort",Shoveling snow,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
11002,"Active workstation, Pedal desk (80 watts)",Active workstation,5.3,5.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,185.5
18210,Snorkeling (Taylor Code 320) ,Snorkeling (Taylor Code 320),5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6210,Spreading dirt with a shovel,Spreading dirt with a shovel,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",Resistance (weight) training,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11450,"Machine tooling, operating punch press,  moderate effort ",Machine tooling,5.0,5.0,Sedang,False,Exercise machine,Indoor,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
3033,"Folk dancing, moderate effort",Folk dancing,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
18420,"Aquatic cycling, 75 W, 40-50 RPM",Aquatic cycling,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
5194,"Walk/run, playing with animals, vigorous effort, only active periods",Walk/run,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
1216,"Bicycling, stationary, 60 watts, light to moderate effort",Cycling,5.0,5.0,Sedang,True,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",175.0
17032,"Climbing hills, no load, 5 to 20% grade, very slow pace",Climbing hills,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11264,"Forestry, moderate effort (e.g., sawing wood  with power saw, weeding, hoeing) ",Forestry,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11260,"Forestry, ax chopping, slow, 1.25 kg axe, 19  blows/min, moderate effort ",Forestry,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
20040,"Praise with dance or run, spiritual dancing in church",Praise with dance or run,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
5121,"Moving, lifting light loads",Moving,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
15540,"Rock climbing, rappelling,",Rock climbing,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6080,"Caulking, chinking log cabin",Caulking,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
8040,"Digging sandbox, shoveling sand",Digging sandbox,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
8241,"Weeding, cultivating garden, using hoe moderate-to-vigorous effort",Weeding,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6122,Hanging sheet rock inside house,Hanging sheet rock inside house,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6120,Hanging storm windows,Hanging storm windows,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6150,"Painting, outside home (Taylor Code 650)",Painting,5.0,5.0,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
15695,"Tennis, hitting balls, non-game play, moderate effort",Tennis,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2035,"Circuit training, moderate effort",Circuit training,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6110,Excavating garage,Excavating garage,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11884,"Airborne Shuffle, 2.5 to 3.5 mph, 20-30 kg load",Airborne Shuffle,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
5110,"Maple syruping/sugar bushing (including carrying buckets, carrying wood)",Maple syruping/sugar bushing (including carrying buckets,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
15580,"Skateboarding, general, moderate effort",Skateboarding,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2008,"Army type obstacle course exercise, boot camp training program",Army type obstacle course exercise,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
6100,Cleaning gutters,Cleaning gutters,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
3010,"Ballet, modern, or jazz general, rehearsal or class ",Ballet,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2048,"Elliptical trainer, moderate effort",Elliptical trainer,5.0,5.0,Sedang,True,Elliptical trainer,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",175.0
11560,"Shoveling, less than 10 lbs/minute, moderate  effort ",Shoveling,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
18380,"Windsurfing, not pumping for speed ",Windsurfing,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11248,"Fishing, commercial, moderate effort ",Fishing,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
8120,"Mowing lawn, walk, power mower,  moderate or vigorous effort",Mowing lawn,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
18370,"Whitewater rafting, kayaking, or canoeing ",Whitewater rafting,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
18222,"Surfing, body or board, competitive ",Surfing,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
22280,"Active video game, motion sensing game/using total body (moderate-to-vigorous effort)",Active video game,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
18227,"Stand up Paddleboard, standing, 30-39 strokes/min",Stand up Paddleboard,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
15070,"Basketball, shooting baskets",Basketball,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2071,"Rowing, stationary ergometer, general, <100 watts,  moderate effort",Rowing,5.0,5.0,Sedang,True,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",175.0
18100,"Kayaking, moderate effort ",Kayaking,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
2061,"Health club exercise classes general, gym/weight training combined in one visit",Health club exercise classes general,5.0,5.0,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
8090,Laying sod,Laying sod,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
11090,"Coal mining, erecting supports ",Coal mining,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
15620,"Softball or baseball, fast or slow pitch, general, moderate effort (Taylor Code 440)",Softball or baseball,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
4120,"Hunting, rabbit, squirrel, prairie chick, raccoon, small game (Taylor Code 690)",Hunting,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
8050,"Digging, spading, filling garden, composting (Taylor Code 590)",Digging,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
1070,Unicycling,Unicycling,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
4100,"Hunting, general",Hunting,5.0,5.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,175.0
5125,Organizing a room,Organizing a room,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
2005,"Aerobic dance, low impact, moderate effort ",Aerobic dance,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
15150,"Cricket, batting, bowling, fielding",Cricket,4.8,4.8,Sedang,False,None,Outdoor,30-45 menit,3-5 kali/minggu,general_fitness,168.0
11793,"Walking on job, 3.5 to 3.9 mph, in office, brisk speed,  not carrying anything ",Walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
8255,"Wheel barrow, pushing garden cart or wheelbarrow, general",Wheel barrow,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
3090,"Salsa Dancing, with partner",Salsa Dancing,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
18255,"Swimming, backstroke, recreational ",Swimming,4.8,4.8,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
12025,"Jogging, in place",Running,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
17434,"Walking, treadmill, 2.5 mph, 0% grade, 5 to 20 degrees C, 40 lb (18.2 kg) load",Walking,4.8,4.8,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
3014,Tap ,Tap,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
21050,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything",Walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
17358,"Walking, treadmill, 3.5 to 3.9 mph (5.6 to 6.3 km/h), 0% grade",Walking,4.8,4.8,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
11146,"Farming, moderate effort (e.g., feeding  animals, chasing cattle by walking and/or  horseback, spreading manure, harvesting crops)",Farming,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
18368,"Water walking, moderate effort, moderate pace ",Water walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
17260,"Walking, grass track",Walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
20038,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything",Walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
17200,"Walking, 3.5 to 3.9 mph, level, brisk, firm surface, walking for exercise",Walking,4.8,4.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,168.0
11370,Furriery,Furriery,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
18408,"Aquatic cycling, 25 W, 60-70 RPM",Aquatic cycling,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
11008,Apple Harvesting,Apple Harvesting,4.8,4.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,168.0
8240,"Weeding, cultivating garden, moderate effort (Taylor Code 580)",Weeding,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11383,"Horseback riding, working, cutting cows",Horseback riding,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11630,"Standing, moderate/heavy tasks (e.g., lifting  more than 50 lbs, masonry, painting, paper  hanging)",Standing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11476,"Manual or unskilled labor, general, moderate effort ",Manual or unskilled labor,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
8248,"Harvesting Produce, Picking fruit off trees, gleaning fruits, picking fruits/vegetables, climbing ladder to pick fruit, vigorous effort",Harvesting Produce,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
18130,"Sailing, in competition, general  ",Sailing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11192,"Farming, taking care of animals (e.g.,  grooming, brushing, shearing sheep, assisting  with birthing, medical care, branding), general",Farming,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6130,Laying or removing carpet,Laying or removing carpet,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17133,"Stair climbing, slow pace",Stair climbing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
15685,"Tennis, doubles",Tennis,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17088,"Marching, moderate speed, military, no pack",Marching,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
8019,"Chopping wood, splitting logs, moderate effort",Chopping wood,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17140,"Using crutches, level ground, general ",Using crutches,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17262,"Walking, normal pace, plowed field or sand",Walking,4.5,4.5,Sedang,True,None,Outdoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
2108,"Pole dancing, exercise class",Pole dancing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17076,"Hauling water, head hauling, walking on flat surface",Hauling water,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
8150,Planting trees,Planting trees,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6165,Painting (Taylor Code 630),Painting (Taylor Code 630),4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6230,"Washing fence, painting fence, moderate effort",Washing fence,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6127,"Home repair, general, moderate effort",Home Activities,4.5,4.5,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,157.5
8125,"Mowing lawn, power mower, light or moderate effort (Taylor Code 590)",Mowing lawn,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6220,Washing and waxing hull of sailboat or airplane,Washing and waxing hull of sailboat or airplane,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6200,Scraping and painting sailboat or powerboat,Scraping and painting sailboat or powerboat,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
17018,"Carrying 15 - 155 lb (6.8 - 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace",Carrying 15 - 155 lb (6.8 - 70.4 kg) load (e.g. suitcase,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
6190,Sanding floors with a power sander,Sanding floors with a power sander,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11615,"Standing, moderate effort, lifting items  continuously, 10 – 20 lbs, with limited walking  or resting",Standing,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
21065,"Walking, 3.5 mph, briskly and carrying objects less than 25 pounds",Walking,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
11810,"Walking, 3.5 mph, briskly and carrying objects  less than 25 lbs ",Walking,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
6090,"Caulking, except log cabin",Caulking,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
15255,"Golf, general",Golf,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
12027,Jogging on a mini-tramp,Running,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
15285,"Golf, walking, pulling clubs",Golf,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
21060,"Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something",Walking,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
5024,"Polishing floors, standing, walking slowly, using electric polishing machine",Polishing floors,4.5,4.5,Sedang,True,Exercise machine,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
21030,"Standing, moderate/heavy work",Standing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
3025,"Ethnic or cultural dancing (e.g. Greek, Middle Eastern, hula, salsa, merengue, bamba y plena,  flamenco, belly, and swing)",Ethnic or cultural dancing (e.g. Greek,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
3078,"Jazz dancing, general",Jazz dancing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
4005,"Fishing, crab fishing",Fishing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
15380,"Horse grooming, maintenance, saddling tasks",Horse grooming,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
20095,"Standing, moderate-to-heavy effort, manual labor, lifting ? 50 lbs, heavy maintenance",Standing,4.5,4.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,157.5
11800,"Walking, 3.0 mph, moderately and carrying  light objects less than 25 lbs ",Walking,4.5,4.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,157.5
8140,"Planting seedlings, shrubs, stooping, moderate effort",Planting seedlings,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
3072,"Contemporary dancing, nightclub",Contemporary dancing,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11191,"Farming, hauling water for animals, fetching  water from well or stream ",Farming,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
15265,"Golf, walking, carrying clubs",Golf,4.3,4.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,150.5
8145,"Planting crops or garden, stooping, moderate effort",Planting crops or garden,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11381,"Horse, feeding, watering, cleaning stalls, implied walking and lifting loads ",Horse,4.3,4.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,150.5
17302,"Walking, for exercise, 2.5 to 3.5 mph (4.0 to 5.6 km/h), with ski poles, Nordic walking, level, moderate pace",Walking,4.3,4.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,150.5
5027,"Multiple household tasks all at once, vigorous effort",Multiple household tasks all at once,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
17145,Using medical knee scooter,Using medical knee scooter,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
1015,"Bicycling, self-selected easy pace",Cycling,4.3,4.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,150.5
11040,"Carpentry, general, moderate effort ",Carpentry,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11072,"Cleaning, vacuuming commercial space",Cleaning,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11190,"Farming, feeding cattle, horses ",Farming,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11480,"Masonary, concrete, moderate effort ",Masonary,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
15010,Archery (non-hunting),Archery (non-hunting),4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
